id,name,symbol,slug,isActive,isFiat,circulatingSupply,maxSupply,dateAdded,numMarketPairs,rank,lastUpdated,tags,price,volume24,volumeChange24,percentChangeHr,percentChange24,percentChangeWk,percentChange30Day,marketCap,marketCapDominance,fullyDilutedMarketCap,lastUpdated
2099,ICON,ICX,icon,FALSE,FALSE,919483096,0,2017-10-27T00:00,95,140,2022-12-22T20:46,"[[""platform""::""enterprise-solutions""::""interoperability""::""smart-contracts""::""kenetic-capital-portfolio""::""pantera-capital-portfolio""]]",0.148736096,1938987.238,-18.6922,1.5964779,0.56724554,-13.006689,0,1.37E+08,0,1.38E+08,2022-12-22T20:46
3964,Reserve Rights,RSR,reserve-rights,FALSE,FALSE,-647348986,1.00E+11,2019-05-24T00:00,135,141,2022-12-22T20:46,"[[""store-of-value""::""defi""::""coinbase-ventures-portfolio""::""dcg-portfolio""]]",0.003170695,4262984.114,-31.4801,1.0989436,0.49534377,-16.53812,0,1.34E+08,0,3.17E+08,2022-12-22T20:46
6945,Amp,AMP,amp,FALSE,FALSE,-721970774,9.94E+10,2020-09-08T00:00,91,142,2022-12-22T20:46,[[]],0.003125604,3183299.962,19.7103,1.1216402,-0.1857576,-5.7664657,0,1.32E+08,0,3.11E+08,2022-12-22T20:46
2405,IOST,IOST,iostoken,FALSE,FALSE,1408876484,9.00E+10,2018-01-16T00:00,110,143,2022-12-22T20:46,"[[""hardware""::""iot""::""huobi-capital-portfolio""]]",0.007091786,3223600.362,-12.3059,1.1905875,-0.25581825,-13.204653,0,1.32E+08,0,6.38E+08,2022-12-22T20:46
17751,Threshold,T,threshold,FALSE,FALSE,-344473906,1.00E+10,2022-01-31T08:26:28,56,144,2022-12-22T20:46,[[]],0.015935379,4586043.074,2.2559,0.6467343,-0.63706195,-10.897531,0,1.31E+08,0,1.59E+08,2022-12-22T20:46
7080,Gala,GALA,gala,FALSE,FALSE,-1612729156,0,2020-09-16T00:00,220,145,2022-12-22T20:46,"[[""collectibles-nfts""::""gaming""::""binance-smart-chain""::""polygon-ecosystem""::""play-to-earn""]]",0.018730651,5.21E+07,7.1103,1.155357,0.8932984,-22.606636,0,1.31E+08,0,6.60E+08,2022-12-22T20:46
109,DigiByte,DGB,digibyte,FALSE,FALSE,-1289497597,2.10E+10,2014-02-06T00:00,113,146,2022-12-22T20:46,"[[""mineable""::""pow""::""multiple-algorithms""::""medium-of-exchange""::""collectibles-nfts""::""iot""::""payments""]]",0.008073822,3649693.281,16.9633,0.3957617,-1.2223507,-6.736485,0,1.28E+08,0,1.70E+08,2022-12-22T20:46
3029,Flux,FLUX,zel,FALSE,FALSE,284994694,4.40E+08,2018-08-02T00:00,75,147,2022-12-22T20:46,"[[""mineable""::""pow""::""distributed-computing""::""filesharing""::""interoperability""::""masternodes""::""smart-contracts""::""dao""::""dapp""::""storage""::""governance""::""web3""::""cross-chain""]]",0.446269749,3408178.912,20.239,0.7075522,1.8476439,-6.6880255,0,1.27E+08,0,1.96E+08,2022-12-22T20:46
8119,SafePal,SFP,safepal,FALSE,FALSE,324402079,5.00E+08,2020-12-28T00:00,99,148,2022-12-22T20:46,"[[""wallet""::""binance-launchpad""::""injective-ecosystem""::""bnb-chain""]]",0.391354769,6588138.298,20.6836,0.92602664,-3.8049562,-21.574448,0,1.27E+08,0,1.96E+08,2022-12-22T20:46
1042,Siacoin,SC,siacoin,FALSE,FALSE,1285045439,0,2015-08-26T00:00,73,149,2022-12-22T20:46,"[[""mineable""::""pow""::""blake2b""::""platform""::""distributed-computing""::""filesharing""::""storage""::""dragonfly-capital-portfolio""::""fenbushi-capital-portfolio""::""paradigm-portfolio""::""web3""::""near-protocol-ecosystem""]]",0.002394724,2416165.308,-47.3439,0.93653095,-1.1920242,-11.631189,0,1.27E+08,0,1.27E+08,2022-12-22T20:46
9816,APENFT,NFT,apenft,FALSE,FALSE,-662666848,1.00E+15,2021-05-14T00:00,64,150,2022-12-22T20:46,"[[""art""::""collectibles-nfts""::""tron-ecosystem""]]",4.52E-07,9382857.573,12.0428,0.5679809,-0.48046598,-8.705673,0,1.25E+08,0,4.52E+08,2022-12-22T20:46
11865,Bone ShibaSwap,BONE,bone-shibaswap,FALSE,FALSE,160638668,2.30E+08,2021-09-13T19:17:01,65,151,2022-12-22T20:46,"[[""doggone-doggerel""]]",0.778899196,3423774.255,54.0916,1.3719501,-0.6622102,-5.062896,0,1.25E+08,0,1.79E+08,2022-12-22T20:46
14783,MAGIC,MAGIC,magic-token,FALSE,FALSE,205108121,3.48E+08,2021-11-18T11:20:24,72,152,2022-12-22T20:46,"[[""gaming""::""metaverse""::""arbitrum-ecosytem""]]",0.606844578,1.57E+07,-8.7134,1.9413285,-6.5719757,-2.107644,0,1.24E+08,0,2.11E+08,2022-12-22T20:46
2700,Celsius,CEL,celsius,FALSE,FALSE,238863519,6.96E+08,2018-05-18T00:00,79,153,2022-12-22T20:46,"[[""lending-borowing""::""exnetwork-capital-portfolio""]]",0.5092423,1523026.623,-24.9918,0.56541777,-5.2324014,-11.906373,0,1.22E+08,0,3.54E+08,2022-12-22T20:46
12387,Ribbon Finance,RBN,ribbon-finance,FALSE,FALSE,527010362,1.00E+09,2021-10-07T12:24:29,61,154,2022-12-22T20:46,"[[""derivatives""::""coinbase-ventures-portfolio""]]",0.229254479,402175.6717,18.9445,-0.04698125,-1.2639045,-9.735007,0,1.21E+08,0,2.29E+08,2022-12-22T20:46
7455,Audius,AUDIO,audius,FALSE,FALSE,929742732,0,2020-10-20T00:00,118,155,2022-12-22T20:46,"[[""music""::""dao""::""coinbase-ventures-portfolio""::""binance-labs-portfolio""::""solana-ecosystem""::""pantera-capital-portfolio""::""multicoin-capital-portfolio""::""web3""]]",0.129291367,4415625.386,36.2543,1.2803351,1.2096741,-11.953168,0,1.20E+08,0,1.48E+08,2022-12-22T20:46
11584,Braintrust,BTRST,braintrust,FALSE,FALSE,129824382,2.50E+08,2021-09-02T18:08:47,31,156,2022-12-22T20:46,"[[""coinbase-ventures-portfolio""::""web3""]]",0.925172538,651986.2463,-35.0086,0.7490958,-2.086811,0.01424466,0,1.20E+08,0,2.31E+08,2022-12-22T20:46
1698,Horizen,ZEN,horizen,FALSE,FALSE,13175031,2.10E+07,2017-06-01T00:00,91,157,2022-12-22T20:46,"[[""mineable""::""pow""::""medium-of-exchange""::""platform""::""enterprise-solutions""::""content-creation""::""privacy""::""zero-knowledge-proofs""::""masternodes""::""scaling""::""smart-contracts""::""staking""::""sidechain""::""dcg-portfolio""::""web3""]]",8.637131901,4569227.563,12.7606,1.38606,1.1035846,-15.590308,0,1.14E+08,0,1.81E+08,2022-12-22T20:46
2300,WAX,WAXP,wax,FALSE,FALSE,-1990238203,0,2017-12-21T00:00,63,158,2022-12-22T20:46,"[[""media""::""collectibles-nfts""::""gaming""::""entertainment""::""payments""::""metaverse""::""galaxy-digital-portfolio""::""kenetic-capital-portfolio""::""play-to-earn""::""okex-blockdream-ventures-portfolio""]]",0.04805016,4406914.401,-48.4462,1.2112887,-0.43227875,-13.0228195,0,1.11E+08,0,1.90E+08,2022-12-22T20:46
3801,BORA,BORA,bora,FALSE,FALSE,927500000,0,2019-03-18T00:00,15,159,2022-12-22T20:46,"[[""marketplace""::""gaming""]]",0.118922347,2775187.235,-78.6501,0.12073464,-1.5800436,-16.838554,0,1.10E+08,0,1.43E+08,2022-12-22T20:46
5617,UMA,UMA,uma,FALSE,FALSE,68947415,1.01E+08,2020-05-25T00:00,148,160,2022-12-22T20:46,"[[""defi""::""derivatives""::""oracles""::""dao""::""coinbase-ventures-portfolio""::""governance""::""synthetics""::""blockchain-capital-portfolio""::""dragonfly-capital-portfolio""::""placeholder-ventures-portfolio""::""polygon-ecosystem""::""injective-ecosystem""]]",1.598474318,5839590.201,-61.6023,1.3668649,0.5769569,-4.598367,0,1.10E+08,0,1.62E+08,2022-12-22T20:46
4279,SXP,SXP,sxp,FALSE,FALSE,508184697,0,2019-08-26T00:00,148,161,2022-12-22T20:46,"[[""medium-of-exchange""::""defi""::""payments""::""wallet""::""binance-labs-portfolio""::""alameda-research-portfolio""::""bnb-chain""]]",0.213398925,3.02E+07,526.6486,1.2840811,2.3325992,-10.437817,0,1.08E+08,0,1.12E+08,2022-12-22T20:46
1772,Storj,STORJ,storj,FALSE,FALSE,412937122,0,2017-07-02T00:00,134,162,2022-12-22T20:46,"[[""platform""::""distributed-computing""::""filesharing""::""storage""::""web3""]]",0.261554357,9070645.374,-48.6051,1.5800068,-1.0060513,-18.936802,0,1.08E+08,0,1.11E+08,2022-12-22T20:46
5690,Render Token,RNDR,render-token,FALSE,FALSE,253798859,5.37E+08,2020-06-11T00:00,102,163,2022-12-22T20:46,"[[""art""::""media""::""collectibles-nfts""::""gaming""::""scaling""::""video""::""ethereum-ecosystem""::""solana-ecosystem""::""metaverse""::""alameda-research-portfolio""::""multicoin-capital-portfolio""::""polygon-ecosystem""::""web3""]]",0.424123788,8152202.804,37.4134,0.74429625,2.592068,-15.107262,0,1.08E+08,0,2.28E+08,2022-12-22T20:46
14806,ConstitutionDAO,PEOPLE,constitutiondao,FALSE,FALSE,765170038,5.06E+09,2021-11-19T03:12:15,100,164,2022-12-22T20:46,[[]],0.020947235,1.31E+07,-1.4762,1.7767357,-1.5449144,-5.1539516,0,1.06E+08,0,1.06E+08,2022-12-22T20:46
1637,iExec RLC,RLC,rlc,FALSE,FALSE,80999784,8.70E+07,2017-04-20T00:00,82,165,2022-12-22T20:46,"[[""marketplace""::""ai-big-data""::""distributed-computing""::""defi""::""privacy""::""oracles""::""scaling""::""substrate""::""polkadot""::""web3""]]",1.272030776,1.75E+07,8.0176,0.6681048,1.7039394,8.065258,0,1.03E+08,0,1.11E+08,2022-12-22T20:46
5604,Secret,SCRT,secret,FALSE,FALSE,163295557,0,2020-05-19T00:00,45,166,2022-12-22T20:46,"[[""cosmos-ecosystem""::""defi""::""privacy""::""injective-ecosystem""]]",0.624684787,1963964.858,-31.9027,1.0631236,-1.730321,-10.06519,0,1.02E+08,0,1.19E+08,2022-12-22T20:46
3911,Ocean Protocol,OCEAN,ocean-protocol,FALSE,FALSE,613099140,1.41E+09,2019-05-06T00:00,126,167,2022-12-22T20:46,"[[""platform""::""ai-big-data""::""defi""::""filesharing""::""dao""::""substrate""::""storage""::""polkadot-ecosystem""::""dcg-portfolio""::""fabric-ventures-portfolio""::""polygon-ecosystem""::""web3""::""injective-ecosystem""]]",0.162948869,2.26E+07,53.3356,0.9589295,-0.61360997,-5.9762197,0,9.99E+07,0,2.30E+08,2022-12-22T20:46
3437,ABBC Coin,ABBC,abbc-coin,FALSE,FALSE,1047622571,1.50E+09,2018-10-12T00:00,76,168,2022-12-22T20:46,"[[""dpos""::""platform""::""payments""]]",0.094635309,1.03E+07,-13.0937,-0.05582192,-0.27505082,-23.803026,0,9.91E+07,0,1.42E+08,2022-12-22T20:46
3628,MXC,MXC,mxc,FALSE,FALSE,-1652834925,2.66E+09,2018-12-06T00:00,34,169,2022-12-22T20:46,"[[""iot""::""substrate""::""polkadot-ecosystem""]]",0.036922048,1.44E+07,85.908,2.6467826,23.603205,-3.0257032,0,9.76E+07,0,9.84E+07,2022-12-22T20:46
12999,ssv.network,SSV,ssv-network,FALSE,FALSE,10000000,0,2021-10-22T05:12:07,25,170,2022-12-22T20:46,[[]],9.670569986,1514090.326,-49.0039,1.2856704,-2.2956696,-11.5833645,0,9.67E+07,0,1.07E+08,2022-12-22T20:46
7226,Injective,INJ,injective,FALSE,FALSE,73005554,1.00E+08,2020-09-29T00:00,114,171,2022-12-22T20:46,"[[""pos""::""platform""::""cosmos-ecosystem""::""defi""::""derivatives""::""smart-contracts""::""staking""::""binance-launchpad""::""binance-labs-portfolio""::""cms-holdings-portfolio""::""pantera-capital-portfolio""::""injective-ecosystem""::""bnb-chain""]]",1.31527184,4256577.431,-5.396,1.4041032,-0.15269338,-17.861864,0,9.60E+07,0,1.32E+08,2022-12-22T20:46
1214,Lisk,LSK,lisk,FALSE,FALSE,128900444,0,2016-04-06T00:00,66,172,2022-12-22T20:46,"[[""dpos""::""platform""::""enterprise-solutions""::""smart-contracts""]]",0.732933462,8313287.951,-77.9719,1.2338119,-4.8517847,-7.77003,0,9.45E+07,0,1.06E+08,2022-12-22T20:46
5824,Smooth Love Potion,SLP,smooth-love-potion,FALSE,FALSE,-288629973,0,2020-07-08T00:00,133,173,2022-12-22T20:46,"[[""collectibles-nfts""::""play-to-earn""]]",0.002164862,7029618.841,57.0397,1.3817666,0.9261562,-11.1568575,0,9.24E+07,0,9.24E+07,2022-12-22T20:46
9025,Tribe,TRIBE,tribe,FALSE,FALSE,453448622,1.00E+09,2021-03-30T00:00,66,174,2022-12-22T20:46,"[[""defi""::""stablecoin""::""algorithmic-stablecoin""::""governance""]]",0.20014098,970187.1173,-43.527,-0.3678002,-1.9793117,-4.958649,0,9.08E+07,0,2.00E+08,2022-12-22T20:46
5268,Energy Web Token,EWT,energy-web-token,FALSE,FALSE,30062138,1.00E+08,2020-03-28T00:00,24,175,2022-12-22T20:46,"[[""energy""::""enterprise-solutions""::""identity""::""substrate""::""polkadot-ecosystem""]]",2.965545232,982669.5389,-19.8593,0.0997615,-2.298777,-19.677801,0,8.92E+07,0,2.97E+08,2022-12-22T20:46
9040,Pundi X (New),PUNDIX,pundix-new,FALSE,FALSE,258491637,2.59E+08,2021-03-31T00:00,53,176,2022-12-22T20:46,[[]],0.343538842,6683684.363,-10.2735,0.7656091,-2.9010744,-12.181022,0,8.88E+07,0,8.88E+07,2022-12-22T20:46
5691,SKALE,SKL,skale-network,FALSE,FALSE,-255614625,7.00E+09,2020-06-12T00:00,95,177,2022-12-22T20:46,"[[""platform""::""scaling""::""smart-contracts""::""staking""::""arrington-xrp-capital-portfolio""::""boostvc-portfolio""::""galaxy-digital-portfolio""::""hashkey-capital-portfolio""]]",0.021882574,4340068.794,13.2044,0.97689867,2.484157,-9.371141,0,8.84E+07,0,1.53E+08,2022-12-22T20:46
1567,Nano,XNO,nano,FALSE,FALSE,133248297,1.33E+08,2017-03-06T00:00,56,178,2022-12-22T20:46,"[[""dag""::""blake2b""::""medium-of-exchange""::""store-of-value""::""payments""]]",0.662588642,814849.597,-1.7781,0.6775174,-0.783552,-12.596884,0,8.83E+07,0,8.83E+07,2022-12-22T20:46
1817,Voyager Token,VGX,voyager-token,FALSE,FALSE,278482214,2.79E+08,2017-07-18T00:00,31,179,2022-12-22T20:46,"[[""asset-management""::""wallet""::""algorand-ecosystem""]]",0.314815779,5279971.901,-11.3167,0.6806352,-0.99247396,-4.7187195,0,8.77E+07,0,8.80E+07,2022-12-22T20:46
2071,Request,REQ,request,FALSE,FALSE,999830316,1.00E+09,2017-10-20T00:00,94,180,2022-12-22T20:46,"[[""medium-of-exchange""::""defi""::""payments""::""smart-contracts""]]",0.086937049,1246435.471,-60.9586,0.20330036,-0.60045034,-1.4295988,0,8.69E+07,0,8.69E+07,2022-12-22T20:46
7737,API3,API3,api3,FALSE,FALSE,71748537,0,2020-11-21T00:00,88,181,2022-12-22T20:46,"[[""defi""::""oracles""::""coinfund-portfolio""::""dcg-portfolio""::""placeholder-ventures-portfolio""::""pantera-capital-portfolio""::""polygon-ecosystem""::""fantom-ecosystem""::""cardano-ecosystem""::""web3""::""cardano""::""injective-ecosystem""]]",1.201303987,3278064.34,-6.4802,0.96435493,1.4849458,-11.174912,0,8.62E+07,0,1.43E+08,2022-12-22T20:46
9444,Kyber Network Crystal v2,KNC,kyber-network-crystal-v2,FALSE,FALSE,164893760,2.26E+08,2021-04-26T00:00,233,182,2022-12-22T20:46,"[[""marketplace""::""decentralized-exchange-dex-token""::""defi""::""dao""::""amm""::""three-arrows-capital-portfolio""::""governance""::""kenetic-capital-portfolio""::""pantera-capital-portfolio""::""parafi-capital""]]",0.519797922,5244454.001,3.4679,1.4602239,-0.3595527,-14.989671,0,8.57E+07,0,1.17E+08,2022-12-22T20:46
7461,PlayDapp,PLA,playdapp,FALSE,FALSE,537855941,7.00E+08,2020-10-20T00:00,60,183,2022-12-22T20:46,"[[""gaming""::""ethereum-ecosystem""::""metaverse""::""polygon-ecosystem""]]",0.158635193,7963839.613,-18.3097,1.0774983,-2.0731726,-20.981771,0,8.53E+07,0,1.11E+08,2022-12-22T20:46
1816,Civic,CVC,civic,FALSE,FALSE,1000000000,0,2017-07-17T00:00,102,184,2022-12-22T20:46,"[[""enterprise-solutions""::""identity""::""solana-ecosystem""::""dcg-portfolio""::""pantera-capital-portfolio""::""web3""]]",0.084866282,7602789.191,-42.9856,0.7941673,-1.6245153,-16.05932,0,8.49E+07,0,8.49E+07,2022-12-22T20:46
1680,Aragon,ANT,aragon,FALSE,FALSE,41958140,0,2017-05-18T00:00,115,185,2022-12-22T20:46,"[[""platform""::""enterprise-solutions""::""dao""::""ethereum-ecosystem""::""governance""::""boostvc-portfolio""::""placeholder-ventures-portfolio""::""web3""]]",1.982252029,7564040.369,4.4383,0.72115356,1.0709343,-8.079758,0,8.32E+07,0,8.94E+07,2022-12-22T20:46
2303,MediBloc,MED,medibloc,FALSE,FALSE,2070756832,0,2017-12-22T00:00,11,186,2022-12-22T20:46,"[[""health""::""cosmos-ecosystem""::""injective-ecosystem""]]",0.012951801,509501.9448,-43.3112,1.7645847,0.04961727,-9.850184,0,8.24E+07,0,1.09E+08,2022-12-22T20:46
4041,MX TOKEN,MX,mx-token,FALSE,FALSE,99999999,0,2019-09-24T00:00,14,187,2022-12-22T20:46,"[[""marketplace""::""centralized-exchange""::""discount-token""]]",0.816002086,1071834.739,54.197,1.2575014,1.2850528,2.1795962,0,8.16E+07,0,3.67E+08,2022-12-22T20:46
8420,DAO Maker,DAO,dao-maker,FALSE,FALSE,92074258,3.12E+08,2021-02-09T00:00,53,188,2022-12-22T20:46,"[[""defi""::""governance""::""launchpad""::""dao-maker""::""vbc-ventures-portfolio""::""injective-ecosystem""]]",0.883106839,991221.9281,33.633,0.08914304,-0.18307029,2.9788597,0,8.13E+07,0,2.76E+08,2022-12-22T20:46
1759,Status,SNT,status,FALSE,FALSE,-373450520,0,2017-06-28T00:00,89,189,2022-12-22T20:46,"[[""media""::""content-creation""::""privacy""::""fabric-ventures-portfolio""::""kenetic-capital-portfolio""]]",0.020653551,2338744.477,16.993,0.63997024,-0.6655187,-8.458316,0,8.10E+07,0,1.41E+08,2022-12-22T20:46
541,Syscoin,SYS,syscoin,FALSE,FALSE,750420892,0,2014-08-20T00:00,37,190,2022-12-22T20:46,"[[""mineable""::""pow""::""platform""::""enterprise-solutions""::""collectibles-nfts""::""masternodes""::""scaling""]]",0.107426903,2230898.562,11.7838,0.71902436,2.022348,-4.275037,0,8.06E+07,0,8.06E+07,2022-12-22T20:46
9308,Vulcan Forged PYR,PYR,vulcan-forged-pyr,FALSE,FALSE,27182227,5.00E+07,2021-04-19T00:00,78,191,2022-12-22T20:46,"[[""collectibles-nfts""::""gaming""::""entertainment""::""metaverse""]]",2.931238532,8668113.196,-5.4114,0.46833083,3.3055556,-8.063052,0,7.97E+07,0,1.47E+08,2022-12-22T20:46
11156,dYdX,DYDX,dydx,FALSE,FALSE,65569295,1.00E+09,2021-08-03T00:00,201,192,2022-12-22T20:46,"[[""defi""::""derivatives""::""three-arrows-capital-portfolio""::""paradigm-portfolio""::""spartan-group""]]",1.214722209,1.08E+08,18.1314,1.137224,1.6969125,-26.771418,0,7.96E+07,0,1.21E+09,2022-12-22T20:46
8719,Illuvium,ILV,illuvium,FALSE,FALSE,1922881,1.00E+07,2021-03-08T00:00,83,193,2022-12-22T20:46,"[[""collectibles-nfts""::""gaming""::""dao""::""metaverse""::""play-to-earn""]]",40.21078647,4480927.485,2.0316,1.887523,-0.801128,-9.037809,0,7.73E+07,0,4.02E+08,2022-12-22T20:46
6843,Radicle,RAD,radicle,FALSE,FALSE,48829980,1.00E+08,2020-09-01T00:00,67,194,2022-12-22T20:46,"[[""dao""::""coinbase-ventures-portfolio""::""fabric-ventures-portfolio""::""placeholder-ventures-portfolio""::""web3""]]",1.563351981,6974593.865,-76.9409,0.84758633,-5.153783,5.080358,0,7.63E+07,0,1.56E+08,2022-12-22T20:46
6953,Frax Share,FXS,frax-share,FALSE,FALSE,16209404,0,2020-09-08T00:00,121,195,2022-12-22T20:46,"[[""defi""::""seigniorage""::""avalanche-ecosystem""::""exnetwork-capital-portfolio""::""olympus-pro-ecosystem""::""arbitrum-ecosytem""]]",4.692824867,5236182.548,-0.3001,1.1680888,-5.045198,-14.149027,0,7.61E+07,0,4.69E+08,2022-12-22T20:46
2299,aelf,ELF,aelf,FALSE,FALSE,522739628,1.00E+09,2017-12-21T00:00,81,196,2022-12-22T20:46,"[[""marketplace""::""enterprise-solutions""::""arrington-xrp-capital-portfolio""::""huobi-capital-portfolio""::""bnb-chain""]]",0.145307636,7160037.918,51.191,0.2804824,0.14958183,5.032971,0,7.60E+07,0,1.45E+08,2022-12-22T20:46
3773,Fetch.ai,FET,fetch,FALSE,FALSE,818912300,3.41E+09,2019-03-02T00:00,84,197,2022-12-22T20:46,"[[""cosmos-ecosystem""::""ai-big-data""::""collectibles-nfts""::""iot""::""binance-launchpad""::""web3""::""injective-ecosystem""]]",0.092695941,4.09E+07,19.5522,1.146564,-3.1202736,-4.5498824,0,7.59E+07,0,3.16E+08,2022-12-22T20:46
1732,Numeraire,NMR,numeraire,FALSE,FALSE,5888503,1.10E+07,2017-06-23T00:00,86,198,2022-12-22T20:46,"[[""asset-management""::""ai-big-data""::""defi""::""payments""::""research""::""coinfund-portfolio""::""usv-portfolio""::""placeholder-ventures-portfolio""::""paradigm-portfolio""]]",12.65121937,1.27E+07,-16.4187,1.2647427,-0.3943829,-6.2736483,0,7.45E+07,0,1.39E+08,2022-12-22T20:46
3217,Ontology Gas,ONG,ontology-gas,FALSE,FALSE,327807146,1.00E+09,2018-08-23T00:00,59,199,2022-12-22T20:46,"[[""ontology-ecosystem""]]",0.225475049,1849195.186,-22.1774,0.5457214,-1.6271516,-11.21594,0,7.39E+07,0,2.25E+08,2022-12-22T20:46
9640,MetisDAO,METIS,metisdao,FALSE,FALSE,4404390,1.00E+07,2021-05-08T00:00,105,200,2022-12-22T20:46,"[[""scaling""::""rollups""::""okex-blockdream-ventures-portfolio""::""metisdao-ecosystem""]]",16.77384244,2324414.928,-8.63,0.7521126,-0.768185,-4.947311,0,7.39E+07,0,1.68E+08,2022-12-22T20:46
18579,Wrapped TRON,WTRX,wrapped-tron,FALSE,FALSE,-1403132676,0,2017-09-13T00:00,21,201,2022-12-22T20:46,[[]],0.055531538,1199951.376,-52.3886,0.91400135,1.349755,-0.641424,0,5.65E+09,0,5.65E+09,2022-12-22T20:46
5015,HEX,HEX,hex,FALSE,FALSE,1612382573,0,2019-12-17T00:00,162,202,2022-12-22T20:46,[[]],0.023930865,3642090.515,100.3462,1.8189172,-2.5243235,-10.286852,0,4.15E+09,0,1.52E+10,2022-12-22T20:46
8085,Lido Staked ETH,stETH,steth,FALSE,FALSE,3487728,0,2020-12-23T00:00,32,203,2022-12-22T20:46,"[[""eth-2-staking""]]",1184.608307,1.10E+07,35.95,1.2935308,0.72797555,-4.747492,0,4.13E+09,0,5.71E+09,2022-12-22T20:46
6952,Frax,FRAX,frax,FALSE,FALSE,1022743133,0,2020-09-08T00:00,267,204,2022-12-22T20:46,"[[""defi""::""stablecoin""::""algorithmic-stablecoin""::""seigniorage""::""avalanche-ecosystem""::""polygon-ecosystem""::""fantom-ecosystem""::""arbitrum-ecosytem""::""moonriver-ecosystem""::""usd-stablecoin""]]",0.998994685,2268347.64,-56.3317,0.22960097,-0.0935809,0.4527161,0,1.02E+09,0,1.02E+09,2022-12-22T20:46
7192,Wrapped BNB,WBNB,wbnb,FALSE,FALSE,3755080,0,2020-09-28T00:00,9779,205,2022-12-22T20:46,"[[""wrapped-tokens""::""bnb-chain""]]",245.5822654,5.25E+07,16.388,1.3753164,-0.11196016,-5.6943264,0,9.22E+08,0,9.22E+08,2022-12-22T20:46
4023,Bitcoin BEP2,BTCB,bitcoin-bep2,FALSE,FALSE,53468,0,2019-06-18T00:00,317,206,2022-12-22T20:46,"[[""bnb-chain""]]",16785.39639,2849520.213,47.8821,0.8714945,0.12308628,-3.5656378,0,8.97E+08,0,1.02E+09,2022-12-22T20:46
3718,BitTorrent,BTTOLD,bittorrent,FALSE,FALSE,-2137445376,0,2019-01-31T00:00,179,207,2022-12-22T20:46,[[]],6.65E-04,165922.2784,20.2947,0.8961649,0.23172761,3.1904206,0,6.58E+08,0,6.58E+08,2022-12-22T20:46
6941,Huobi BTC,HBTC,huobi-btc,FALSE,FALSE,38969,6910,2020-09-08T00:00,33,208,2022-12-22T20:46,"[[""heco-ecosystem""]]",16810.17285,24543.94855,135.077,1.3346902,-0.02422937,-3.0675356,0,6.55E+08,0,1.16E+08,2022-12-22T20:46
5176,Tether Gold,XAUT,tether-gold,FALSE,FALSE,246524,0,2020-02-07T00:00,26,209,2022-12-22T20:46,"[[""tokenized-gold""]]",1774.452145,634600.9129,-17.5412,0.12515412,-1.1160933,0.08139703,0,4.37E+08,0,4.37E+08,2022-12-22T20:46
11948,Radix,XRD,radix-protocol,FALSE,FALSE,1470024616,2.40E+10,2021-09-17T15:12:05,11,210,2022-12-22T20:46,[[]],0.034929607,249262.2095,13.3083,0.29868075,-0.5930428,-10.065187,0,3.51E+08,0,8.38E+08,2022-12-22T20:46
4195,FTX Token,FTT,ftx-token,FALSE,FALSE,328895112,3.52E+08,2019-07-31T00:00,168,211,2022-12-22T20:46,"[[""marketplace""::""centralized-exchange""::""derivatives""::""cms-holdings-portfolio""::""kenetic-capital-portfolio""::""alameda-research-portfolio""::""pantera-capital-portfolio""::""exnetwork-capital-portfolio""]]",1.043788205,1.94E+07,340.0009,-5.9086647,20.638283,-23.027113,0,3.43E+08,0,3.68E+08,2022-12-22T20:46
17704,GensoKishi Metaverse,MV,gensokishis-metaverse,FALSE,FALSE,1709312901,2.00E+09,2022-01-28T06:19:42,19,212,2022-12-22T20:46,[[]],0.185107561,542512.2555,-20.9799,0.3716085,-0.8404945,-11.593854,0,3.16E+08,0,3.70E+08,2022-12-22T20:46
5446,USDJ,USDJ,usdj,FALSE,FALSE,265600540,0,2020-04-14T00:00,18,213,2022-12-22T20:46,[[]],1.071266715,778499.2639,-16.8304,0.6164161,0.7733065,1.9359736,0,2.85E+08,0,2.85E+08,2022-12-22T20:46
11092,Bitget Token,BGB,bitget-token-new,FALSE,FALSE,1400000000,2.00E+09,2021-07-29T00:00,4,214,2022-12-22T20:46,[[]],0.18801986,3368921.144,-7.4,-0.73226297,-5.084248,0.7362207,0,2.63E+08,0,3.76E+08,2022-12-22T20:46
5830,NXM,NXM,nxm,FALSE,FALSE,6594067,0,2020-07-20T00:00,1,215,2022-12-22T20:46,"[[""defi""::""insurance""::""arrington-xrp-capital-portfolio""::""kenetic-capital-portfolio""::""placeholder-ventures-portfolio""]]",38.24414115,63825.12311,0.503,1.9164569,0.5364791,-7.442284,0,2.52E+08,0,2.59E+08,2022-12-22T20:46
22538,T-mac DAO,TMG,t-mac-dao,FALSE,FALSE,1000000000,1.00E+09,2022-11-04T14:21:32,3,216,2022-12-22T20:46,[[]],0.247997754,79967.68209,7.0603,0.81089604,0.39623657,-5.012434,0,2.48E+08,0,2.48E+08,2022-12-22T20:46
5804,DeFiChain,DFI,defichain,FALSE,FALSE,510738160,1.20E+09,2020-07-03T00:00,43,217,2022-12-22T20:46,"[[""defi""::""staking""]]",0.44701626,1737016.913,11.6633,0.6211512,-0.64068985,-7.3377194,0,2.28E+08,0,5.36E+08,2022-12-22T20:46
